City,Colors Reported,Shape Reported,State,Time
Warren,,TRIANGLE,PA,12/15/1993 20:00
Valencia,,OVAL,CA,12/18/1993 13:00
Ottumwa,,FORMATION,IA,12/19/1993 18:00
Williamsport,,TRIANGLE,PA,12/20/1993 19:00
Castaic Junction,,OVAL,CA,12/23/1993 12:00
Bellflower,,LIGHT,MO,12/24/1993 21:00
Topton,,,MS,12/28/1993 1:00
El Segundo,,OTHER,CA,1/1/1994 0:00
Honolulu,,LIGHT,HI,1/1/1994 0:00
Interstate 10,GREEN,TRIANGLE,FL,1/1/1994 1:00
Fort Lauderdale,,,FL,1/1/1994 3:00
Ringwood,,,NJ,1/1/1994 18:00
Redding,,TRIANGLE,CA,1/1/1994 20:00
Albuquerque,,TRIANGLE,NM,1/3/1994 23:30
Susquehanna,RED BLUE,TRIANGLE,PA,1/4/1994 23:00
Cedar Key,,CHEVRON,FL,1/12/1994 18:00
Midvale,,DISK,UT,1/14/1994 7:10
Moorpark,,SPHERE,CA,1/14/1994 18:00
Dillon,,SPHERE,CO,1/15/1994 0:00
Acton,,,CA,1/15/1994 23:00
Los Angeles,,FIREBALL,CA,1/17/1994 5:00
Milford,,FLASH,IA,1/18/1994 19:00
Summit,,DISK,SD,1/19/1994 19:00
Los Angeles,,DISK,CA,1/24/1994 22:00
Illinois,,LIGHT,IL,2/1/1994 0:00
Savoonga,,LIGHT,AK,2/1/1994 22:16
Lewiston,,TRIANGLE,ID,2/10/1994 23:55
Salyersville,,TRIANGLE,KY,2/14/1994 17:30
Kern County,,DISK,CA,2/15/1994 1:00
New Mexico,,LIGHT,NM,2/21/1994 19:00
Hendersonville,,VARIOUS,TN,2/22/1994 2:00
Canandaigua,RED,RECTANGLE,NY,2/27/1994 0:15
Menifee,,,CA,3/1/1994 1:00
Lindsborg,,TRIANGLE,KS,3/2/1994 23:15
Albany,,RECTANGLE,NY,3/3/1994 0:00
Moab,,TRIANGLE,UT,3/3/1994 23:00
Seattle,,FIREBALL,WA,3/8/1994 19:15
Holland,,FORMATION,MI,3/8/1994 22:15
Canton,,,MI,3/9/1994 21:00
Whittier,,CIRCLE,CA,3/10/1994 18:00
Wyoming,,DISK,MI,3/10/1994 18:00
Olympia,YELLOW,OVAL,WA,3/10/1994 21:00
Mesa,,TRIANGLE,AZ,3/10/1994 22:30
Clovis,,LIGHT,CA,3/15/1994 0:30
Avenal,,,CA,3/15/1994 1:00
Columbus City,,CYLINDER,AL,3/15/1994 14:00
Asheville,,DISK,NC,3/15/1994 21:00
Flint,,TRIANGLE,MI,3/18/1994 5:10
Sturgis,,DISK,MS,3/24/1994 23:30
Oakland,,LIGHT,CA,3/28/1994 17:00
Megargel,,,TX,4/1/1994 15:00
Faribault,GREEN,FIREBALL,MN,4/1/1994 20:00
Indiana,,DISK,PA,4/1/1994 21:24
Cortlandt Manor,RED GREEN,DISK,NY,4/1/1994 22:00
Taft,,LIGHT,CA,4/1/1994 22:50
Lake Sonoma,,OTHER,CA,4/3/1994 23:30
Hollywood,,CIRCLE,FL,4/4/1994 17:00
Hollywood,ORANGE,CIRCLE,FL,4/4/1994 17:00
Von Ormy,,OTHER,TX,4/4/1994 21:14
Davis,,CIGAR,CA,4/6/1994 20:40
Grosse Pointe,,LIGHT,MI,4/6/1994 22:00
Jackson,,LIGHT,MI,4/7/1994 10:00
Brookfield,,LIGHT,CT,4/7/1994 21:00
Grosse Point,,LIGHT,MI,4/9/1994 21:00
Willow Springs,,TRIANGLE,MO,4/10/1994 18:30
Harrisonburg,,DISK,LA,4/11/1994 21:00
Louisville,,TRIANGLE,KY,4/11/1994 23:00
Summit Valley,GREEN,DISK,CA,4/14/1994 8:30
Elkton,ORANGE YELLOW,OTHER,MD,4/15/1994 21:00
Brooksville,,CHEVRON,FL,4/15/1994 22:00
Prescott,,RECTANGLE,AZ,4/15/1994 23:00
Mason City,,,IA,4/16/1994 1:30
Virginia Beach,,DISK,VA,4/19/1994 22:00
Albuquerque,ORANGE,SPHERE,NM,4/24/1994 0:01
Albuquerque,,SPHERE,NM,4/25/1994 2:00
Pascagoula,,FLASH,MS,4/25/1994 21:00
Oswego,RED,TRIANGLE,NY,4/25/1994 22:00
Capulin Mountain,,SPHERE,NM,4/30/1994 23:55
Glencoe,,SPHERE,KY,5/1/1994 6:30
Crystal Falls,,TRIANGLE,MI,5/1/1994 18:00
Ocotillo Wells,,FIREBALL,CA,5/1/1994 20:00
Great Falls,,SPHERE,MT,5/1/1994 22:00
Phoenix,,,NY,5/5/1994 2:00
Newport Beach,,FLASH,CA,5/5/1994 21:00
Long Beach,,OVAL,CA,5/7/1994 9:00
Frankfort,,,MI,5/10/1994 21:24
New York City,,CIRCLE,NY,5/11/1994 22:00
Mitchell,BLUE,,OR,5/12/1994 11:00
Winslow,,DISK,ME,5/12/1994 22:15
N. Seattle,,,WA,5/15/1994 0:00
Portland,,SPHERE,OR,5/15/1994 14:00
Zebulon,,OTHER,NC,5/15/1994 15:30
Elkhart,,SPHERE,IN,5/15/1994 16:00
El Centro,,TRIANGLE,CA,5/15/1994 17:00
Fallon,,LIGHT,NV,5/15/1994 18:10
Munds Park,,CHEVRON,AZ,5/15/1994 21:15
Nixon,,DISK,TX,5/16/1994 23:30
Millersburg,,LIGHT,MO,5/17/1994 20:00
Liberal,,SPHERE,KS,5/20/1994 13:00
Pittsburgh,BLUE,OVAL,PA,5/20/1994 23:59
logansport,,DISK,IN,5/22/1994 15:00
Bend,,DISK,OR,5/23/1994 0:45
Sacramento,,TRIANGLE,CA,5/26/1994 22:37
Marlington,,DISK,WV,5/31/1994 20:00
Wilson,,LIGHT,WI,6/1/1994 1:00
Atlanta,,OTHER,TX,6/1/1994 2:00
Lahaina,,CIRCLE,HI,6/1/1994 2:30
Raymore,,TRIANGLE,MO,6/1/1994 3:00
Whithouse,,,OH,6/1/1994 6:00
Franklin,,DISK,KY,6/1/1994 6:30
Eagle Butte,,FORMATION,SD,6/1/1994 8:00
Elkton,,,MD,6/1/1994 10:28
Dayton,,OVAL,OH,6/1/1994 12:00
Springfield,,CIRCLE,MO,6/1/1994 14:00
Bloomingdale,,SPHERE,IL,6/1/1994 16:00
Montgomery,,RECTANGLE,AL,6/1/1994 17:00
Scottville,,VARIOUS,MI,6/1/1994 17:00
Lacey,,RECTANGLE,WA,6/1/1994 18:00
Farmington,,TRIANGLE,NM,6/1/1994 19:00
Lindsay,,SPHERE,CA,6/1/1994 19:00
Georgia,,FLASH,GA,6/1/1994 21:00
Montgomery,,TRIANGLE,AL,6/1/1994 21:00
North Bergen,BLUE,DISK,NJ,6/1/1994 21:00
South Yarmouth,GREEN,LIGHT,MA,6/1/1994 21:00
Las Vegas,,TRIANGLE,NV,6/1/1994 21:30
Bethlehem,,TRIANGLE,PA,6/1/1994 22:00
Montgomery,,TRIANGLE,AL,6/1/1994 22:00
Morgan Hill,,DISK,CA,6/1/1994 22:00
Lawrencbeurg,,OVAL,KY,6/1/1994 23:00
Galveston,,TRIANGLE,TX,6/4/1994 10:00
McDonough,RED ORANGE,OTHER,GA,6/5/1994 0:35
Hyannis,,OTHER,MA,6/5/1994 19:00
Vashon Island,,,WA,6/6/1994 3:30
Idaho Falls,,VARIOUS,ID,6/8/1994 22:30
Waterbury,,CIRCLE,CT,6/10/1994 21:00
Boyden,,FLASH,IA,6/10/1994 23:59
Macy,,FIREBALL,NE,6/11/1994 1:30
Boston,RED,TRIANGLE,MA,6/11/1994 21:00
Sawgrass,,OTHER,FL,6/12/1994 21:30
Sawgrass,RED,OTHER,FL,6/12/1994 21:30
Arkansas,,TRIANGLE,AR,6/14/1994 1:30
Malibu,ORANGE,CIGAR,CA,6/14/1994 2:00
Lemoore,,TRIANGLE,CA,6/15/1994 3:00
Jupiter,,LIGHT,FL,6/15/1994 14:00
Tallahassee,,EGG,FL,6/15/1994 15:00
Daytona Beach,,OTHER,FL,6/15/1994 19:00
Berrien Center,,TRIANGLE,MI,6/15/1994 20:00
Auburn Lake Park,,OTHER,OH,6/15/1994 21:00
Estill Springs,,LIGHT,TN,6/15/1994 21:00
Fredericktown,,SPHERE,OH,6/15/1994 21:00
Coquina Key,,,FL,6/15/1994 22:00
Ferndale,,CYLINDER,MD,6/15/1994 22:00
Montgomery,,TRIANGLE,AL,6/15/1994 22:00
St. Louis,,TRIANGLE,MO,6/15/1994 22:00
Darby,,,MT,6/15/1994 23:00
Drain,,LIGHT,OR,6/15/1994 23:00
Federal Way,,,WA,6/15/1994 23:00
Cheyenne,,LIGHT,WY,6/15/1994 23:45
Canton,,CIRCLE,OH,6/16/1994 15:00
Old Bridge,GREEN,DISK,NJ,6/17/1994 21:50
Richmond,,OVAL,VA,6/18/1994 23:00
Oroville,,TRIANGLE,WA,6/20/1994 21:00
Sioux Falls,,SPHERE,SD,6/21/1994 21:30
Los Angeles,,DISK,CA,6/23/1994 21:00
Dresden,,DISK,ME,6/23/1994 22:00
Burbank,,LIGHT,CA,6/26/1994 21:00
Dull Center,,LIGHT,WY,6/29/1994 23:00
Burbank,,,CO,6/30/1994 0:00
Spotsylvania,,DISK,VA,6/30/1994 0:00
New York City,ORANGE,TRIANGLE,NY,6/30/1994 1:00
Berea,,RECTANGLE,OH,6/30/1994 19:00
Springfield,,TRIANGLE,MA,6/30/1994 23:00
Weogufka,,LIGHT,AL,6/30/1994 23:45
Placentia,,LIGHT,CA,7/1/1994 0:00
Copake,,LIGHT,NY,7/1/1994 1:00
Indianapolis,,OTHER,IN,7/1/1994 9:00
Ben Lomond,,LIGHT,CA,7/1/1994 12:00
Canton,,CIRCLE,OH,7/1/1994 16:00
Easthampton,,TRIANGLE,MA,7/1/1994 19:28
Ink-O-Pah,,OTHER,CA,7/1/1994 21:00
Goshen,,TRIANGLE,OH,7/1/1994 23:30
Erie,,RECTANGLE,PA,7/3/1994 18:00
Oregon City,,,OR,7/4/1994 0:00
Marion,,TRIANGLE,IL,7/4/1994 20:00
Emporia,RED,,KS,7/5/1994 2:30
Priest River,,DISK,ID,7/8/1994 1:30
Lake Perris,,TRIANGLE,CA,7/9/1994 23:00
Clovis,,TRIANGLE,CA,7/9/1994 23:15
Defiance,,LIGHT,OH,7/10/1994 2:00
New York City,,DISK,NY,7/11/1994 17:10
Evansville,,CIRCLE,IN,7/12/1994 6:45
Sherwood,,,OH,7/12/1994 10:00
Osage Beach,,VARIOUS,MO,7/12/1994 21:40
Canby,,,OR,7/13/1994 12:36
Havelock,,,NC,7/14/1994 8:00
Branchville,,CIRCLE,NJ,7/14/1994 20:00
California desert,,TRIANGLE,CA,7/15/1994 0:00
California desert,,TRIANGLE,CA,7/15/1994 0:00
Kernville,,FIREBALL,CA,7/15/1994 1:00
Safford,,SPHERE,AZ,7/15/1994 3:00
Las Vegas,,TRIANGLE,NV,7/15/1994 9:00
Clyde,,CIRCLE,TX,7/15/1994 12:00
Hillsboro,,,OR,7/15/1994 12:00
Hillsboro,,CIGAR,OR,7/15/1994 12:00
Rehoboth Beach,,SPHERE,DE,7/15/1994 14:00
Caldwell,,TRIANGLE,ID,7/15/1994 15:30
Sebago Lake,,LIGHT,ME,7/15/1994 20:30
Aventura,,EGG,FL,7/15/1994 21:00
Wilkes-Barre,,LIGHT,PA,7/15/1994 21:30
Raymond,,OTHER,MS,7/15/1994 22:00
Big Bear Lake,,TRIANGLE,CA,7/17/1994 2:00
Gales Ferry,,TRIANGLE,CT,7/17/1994 22:30
Moses Lake,,TRIANGLE,WA,7/20/1994 22:00
Hot Springs,,LIGHT,SD,7/21/1994 22:00
Goshen,,TRIANGLE,OH,7/21/1994 23:15
Corning,,TRIANGLE,NY,7/23/1994 1:00
Cumberland,,,MD,7/24/1994 22:30
San Diego,,RECTANGLE,CA,7/25/1994 0:30
Boring,,,OR,7/26/1994 0:00
Apex,YELLOW,EGG,NC,7/27/1994 22:00
Bloom township,,LIGHT,OH,8/1/1994 0:00
Tekoa,,TRIANGLE,WA,8/1/1994 0:00
Renton,,,WA,8/1/1994 0:01
Los Gatos,RED YELLOW GREEN BLUE,,CA,8/1/1994 12:20
San Diego,ORANGE,FLASH,CA,8/1/1994 17:30
Beloit,,TRIANGLE,WI,8/1/1994 22:30
Kawashaway,,LIGHT,WI,8/1/1994 23:00
Stone Harbor,GREEN,LIGHT,NJ,8/1/1994 23:00
Salt Lake City,,LIGHT,UT,8/4/1994 19:00
Opp,,CIRCLE,AL,8/4/1994 22:00
Sedona,,SPHERE,AZ,8/4/1994 23:00
Port Richey,,EGG,FL,8/7/1994 17:00
New York City,,OVAL,NY,8/7/1994 22:00
Ann Arbor,,OTHER,MI,8/7/1994 22:30
Ann Arbor,RED,OTHER,MI,8/7/1994 22:30
Ypsilanti,,FORMATION,MI,8/7/1994 22:30
Everett,,TRIANGLE,WA,8/9/1994 23:00
Grizzly Mountain,,LIGHT,CA,8/10/1994 1:30
Macwahoc,,DISK,ME,8/10/1994 2:00
Conover,,FIREBALL,NC,8/10/1994 21:30
Fort Irwin,,,CA,8/10/1994 22:40
Rock River,,DISK,WY,8/15/1994 0:00
Springfield,,,IL,8/15/1994 3:45
East Bernstadt,,CIGAR,KY,8/15/1994 11:00
Glenwood Springs,,LIGHT,CO,8/15/1994 18:30
Arlington,,DIAMOND,TX,8/15/1994 19:30
Denver,,OTHER,CO,8/15/1994 20:00
Gilette,,FIREBALL,WY,8/15/1994 22:00
Hazleton,,,PA,8/15/1994 22:00
Bakersfield,,TRIANGLE,CA,8/15/1994 22:30
Bakersfield,,TRIANGLE,CA,8/15/1994 22:45
Earlham,,RECTANGLE,IA,8/15/1994 23:00
Rancho Mirage,,RECTANGLE,CA,8/15/1994 23:50
Dillion's Beach,GREEN,FIREBALL,CA,8/17/1994 22:00
Morrow,,DISK,OH,8/18/1994 0:00
Navajo Point,,LIGHT,AZ,8/19/1994 22:00
Normandy Beach,,TRIANGLE,NJ,8/20/1994 19:00
Napa,,LIGHT,CA,8/20/1994 20:00
Flint,,DISK,MI,8/20/1994 21:00
Carthage,,,MO,8/20/1994 22:30
Yuma,RED,OVAL,AZ,8/20/1994 23:00
Circleville,,TRIANGLE,OH,8/21/1994 22:35
Belfast,,TRIANGLE,ME,8/24/1994 23:30
New York City,,EGG,NY,8/25/1994 11:45
New York City,,EGG,NY,8/25/1994 12:00
Wadsworth,,SPHERE,OH,8/25/1994 13:00
Gila Bend,,OTHER,AZ,8/25/1994 20:20
Swanton,,OTHER,OH,8/25/1994 22:00
Alvaton,,TRIANGLE,GA,8/25/1994 23:00
Crossville,YELLOW,TRIANGLE,IN,8/26/1994 0:00
Fort McCoy,,DISK,WI,8/26/1994 13:00
San Diego,,CHEVRON,CA,8/28/1994 20:15
Stockton,,CIRCLE,CA,8/31/1994 2:30
Canton,,,OH,9/1/1994 0:00
PottsVille,ORANGE,SPHERE,AR,9/1/1994 1:30
New York City,,LIGHT,NY,9/1/1994 2:00
Grants Pass,,VARIOUS,OR,9/1/1994 11:00
Sitka,,OVAL,OR,9/1/1994 16:00
Tucumcari,,TRIANGLE,NM,9/1/1994 16:00
San Francisco,,SPHERE,CA,9/1/1994 18:00
Ewa Beach,,CIGAR,HI,9/4/1994 17:00
Chico,YELLOW GREEN,FIREBALL,CA,9/9/1994 6:30
Wurtsboro,,CIRCLE,NY,9/14/1994 23:30
Andover,,CIGAR,MA,9/15/1994 2:00
Melbourne,,DISK,AR,9/15/1994 15:30
Lake Travis,,OTHER,TX,9/15/1994 18:50
Arlington,,,WA,9/15/1994 19:30
Pittsburgh,,DISK,PA,9/15/1994 19:30
Kingston,,TRIANGLE,NY,9/15/1994 20:00
North Washington,,OVAL,PA,9/15/1994 22:00
Spokane,,DISK,WA,9/15/1994 22:00
Carbonado,,OVAL,WA,9/16/1994 22:00
Carbonado,ORANGE,VARIOUS,WA,9/16/1994 22:00
Elizabeth,,DISK,NJ,9/17/1994 18:50
Dickson City,,FIREBALL,PA,9/20/1994 6:50
Rancho Cordova,,FIREBALL,CA,9/20/1994 20:00
Higginsville,,OTHER,MO,9/20/1994 22:00
Hinckley,,CIRCLE,OH,9/20/1994 23:45
Montello,BLUE,OTHER,NV,9/21/1994 17:45
Montello,,CIRCLE,NV,9/21/1994 18:30
Orcas Island,BLUE,LIGHT,WA,9/24/1994 20:00
Lewisburg,,DISK,TN,9/27/1994 23:20
Pawnee,RED,TRIANGLE,OK,10/1/1994 11:30
New York City,,DISK,NY,10/1/1994 13:13
Tylertown,,VARIOUS,MS,10/1/1994 17:00
Chicopee,,VARIOUS,MA,10/1/1994 20:00
Santa Barbara,,TRIANGLE,CA,10/1/1994 20:00
Warsaw,,CIGAR,MO,10/1/1994 21:00
Las Vegas,GREEN,CIRCLE,NV,10/1/1994 23:00
Fredericksburg,ORANGE,DISK,PA,10/1/1994 23:30
Bingen,,FIREBALL,WA,10/2/1994 0:00
Circleville,,CIRCLE,OH,10/5/1994 19:00
Boynton Beach,,OTHER,FL,10/8/1994 13:00
Hialeah,,SPHERE,FL,10/9/1994 21:05
Mercedes,,CIGAR,TX,10/10/1994 15:00
Burnt Hills,,RECTANGLE,NY,10/10/1994 18:30
Pinebergen,,LIGHT,AR,10/10/1994 22:00
Hot Springs,,TRIANGLE,SD,10/11/1994 0:00
Jackson,,TRIANGLE,NJ,10/11/1994 2:00
Riverside,,CHEVRON,CA,10/11/1994 4:00
Schenectady,,OTHER,NY,10/12/1994 11:55
Monticello,,CHEVRON,KY,10/12/1994 15:00
Farmington,,CYLINDER,MO,10/13/1994 19:30
Goodlettsville,ORANGE,VARIOUS,TN,10/14/1994 4:00
Citra,,SPHERE,FL,10/14/1994 19:30
Cornersville,,CIRCLE,TN,10/14/1994 20:30
Stone Ridge,,OVAL,NY,10/15/1994 13:00
Circleville,,DISK,OH,10/15/1994 14:00
Bellevue,,,WA,10/15/1994 16:25
Ithaca,RED GREEN,LIGHT,NY,10/15/1994 18:00
Neah Bay,,SPHERE,WA,10/15/1994 19:00
Oxley,RED,FIREBALL,AR,10/15/1994 19:00
Milwaukee,RED,TRIANGLE,WI,10/15/1994 20:00
Angola,BLUE,DISK,IN,10/15/1994 21:00
Outside of Delaware,,TEARDROP,OH,10/15/1994 21:00
Pittsburgh,,LIGHT,PA,10/15/1994 22:00
Molalla,,OTHER,OR,10/15/1994 23:00
Marshall,,DISK,TX,10/15/1994 23:15
Kannapolis,,LIGHT,NC,10/17/1994 10:35
Berkshire,,TRIANGLE,NY,10/17/1994 21:30
Random Lake,,VARIOUS,AZ,10/18/1994 20:30
Medina,ORANGE,SPHERE,OH,10/19/1994 7:30
Plant City,,DISK,FL,10/20/1994 7:30
Marlette,,FLASH,MI,10/20/1994 17:00
Stone Ridge,,TRIANGLE,NY,10/20/1994 20:30
Stone Ridge,,LIGHT,NY,10/20/1994 22:00
Taunton,,CIRCLE,MA,10/20/1994 23:40
Berkeley,,LIGHT,CA,10/22/1994 22:00
Reston,,TRIANGLE,VA,10/24/1994 0:00
Yardville,,CIRCLE,PA,10/24/1994 13:30
Charlotte,,DISK,NC,10/24/1994 14:30
San Antonio,,OTHER,TX,10/25/1994 1:30
Fish Point,,FIREBALL,MI,10/25/1994 21:00
Spring Hill,,CIRCLE,FL,10/30/1994 7:00
Spring Valley,,LIGHT,CA,10/31/1994 18:00
White Pine,,SPHERE,TN,10/31/1994 21:00
Trezevant,,TRIANGLE,TN,11/1/1994 1:00
Ypsilanti,,,MI,11/1/1994 22:00
Lower Lake,,DISK,CA,11/1/1994 22:30
Palmer,,LIGHT,AK,11/3/1994 20:30
Hwy I-40,,OVAL,AZ,11/5/1994 14:00
Alston,,TRIANGLE,MI,11/5/1994 21:00
San Antonio,,CIRCLE,TX,11/10/1994 7:13
Vidor,,,TX,11/10/1994 23:00
Plymouth,,TRIANGLE,IN,11/11/1994 22:00
Plymouth,,DIAMOND,IN,11/11/1994 22:20
St. Florian,,DISK,AL,11/12/1994 12:00
San Diego,,OTHER,CA,11/14/1994 20:00
Inverness,,RECTANGLE,FL,11/14/1994 21:09
Lucedale,,DISK,MS,11/15/1994 4:00
Mountain City,,TRIANGLE,TN,11/15/1994 19:00
Atlanta,,LIGHT,GA,11/15/1994 21:00
Portsmouth,GREEN,FLASH,VA,11/15/1994 21:45
Liberty,GREEN,FIREBALL,KY,11/15/1994 23:00
Coram,,OTHER,NY,11/15/1994 23:25
Petoskey,,TRIANGLE,MI,11/16/1994 19:15
Glendale,BLUE,SPHERE,CA,11/23/1994 3:00
Greensboro,,CIGAR,NC,11/26/1994 17:00
Spokane,,,WA,11/27/1994 20:00
Blanchester,,TRIANGLE,OH,11/27/1994 22:00
Phillips,,LIGHT,NE,11/29/1994 18:00
Sumter,,CIRCLE,SC,12/5/1994 23:00
Farmington,,CHEVRON,MO,12/6/1994 21:20
McCall,,FIREBALL,ID,12/8/1994 2:45
Cromwell,,,CT,12/9/1994 1:00
Lu Verne,ORANGE,LIGHT,IA,12/9/1994 20:30
Temecula,,DISK,CA,12/10/1994 18:40
Greensboro,GREEN,OVAL,NC,12/12/1994 23:00
Murphy,,,NC,12/13/1994 18:55
Vienna,,OTHER,OH,12/14/1994 0:00
Youngstown,,TEARDROP,OH,12/15/1994 1:00
El Toro,,LIGHT,CA,12/15/1994 5:00
Alliance,,FORMATION,OH,12/15/1994 21:00
Indianapolis,,TRIANGLE,IN,12/15/1994 21:30
Carpinteria,,,CA,12/15/1994 22:00
Knoxville,,VARIOUS,IA,12/15/1994 23:30
Chaska,,OVAL,MN,12/17/1994 18:30
Taunton,,OTHER,MA,12/20/1994 20:00
Sloatsburg,,,NY,12/23/1994 21:00
Seattle,,LIGHT,WA,12/24/1994 1:39
Sherman Oaks,,TRIANGLE,CA,12/24/1994 21:00
Huntington,,,WV,12/25/1994 4:30
Cincinnati,ORANGE,CIRCLE,OH,12/25/1994 23:00
West Hills,,FIREBALL,CA,12/26/1994 19:30
Lakeview,,LIGHT,MI,12/29/1994 19:00
La Crosse,,DELTA,WA,12/29/1994 21:45
Oppenhium,,OVAL,NY,12/29/1994 23:10
Los Angeles,ORANGE,LIGHT,CA,12/30/1994 2:05
Roy,,,WA,12/30/1994 4:00
West Union,ORANGE,,OH,12/31/1994 18:00
Gig Harbor,RED,,WA,12/31/1994 18:32
Orem,,,UT,12/31/1994 22:00
Fontana,RED,LIGHT,CA,12/31/1994 22:30
Pacific Grove,,,CA,1/1/1995 0:02
Mt. Charleston,,OVAL,NV,1/1/1995 1:00
El Granada,,FIREBALL,CA,1/1/1995 2:00
Kansas,,LIGHT,KS,1/1/1995 3:00
Travelers Rest,,TRIANGLE,SC,1/1/1995 6:00
Oxnard,,VARIOUS,CA,1/1/1995 10:00
Cedar Key,,TRIANGLE,FL,1/1/1995 15:00
Greenwood,RED,SPHERE,SC,1/1/1995 15:00
Tucson,,TRIANGLE,AZ,1/1/1995 21:00
Shelton,,,WA,1/1/1995 22:00
Anaheim,,,CA,1/1/1995 22:45
Southampton,,LIGHT,NY,1/1/1995 23:00
New Port Richey,,,FL,1/2/1995 6:25
Tewksbury,,,MA,1/3/1995 4:45
Gladstone,,TRIANGLE,OR,1/3/1995 5:00
Marysville,BLUE,TRIANGLE,WA,1/3/1995 18:00
Redmond,,,WA,1/3/1995 20:49
Seattle,,,WA,1/3/1995 21:55
Salinas,,,CA,1/3/1995 23:45
Rodney,,TRIANGLE,MI,1/4/1995 0:54
Noxen,RED BLUE,,PA,1/4/1995 21:55
Seattle,,LIGHT,WA,1/5/1995 9:50
Evart,,,MI,1/5/1995 17:30
Sumner,,DISK,WA,1/5/1995 20:10
Shelby,,,MT,1/5/1995 21:00
Sumner,,DISK,WA,1/5/1995 21:05
Warm Beach,,,WA,1/6/1995 0:15
Glendo,,,WY,1/6/1995 17:30
Makapiu Point,,,HI,1/7/1995 5:00
Lake Grove,,DISK,OR,1/7/1995 14:00
Malmstrom AFB,,,MT,1/7/1995 15:00
Edison,,FIREBALL,NJ,1/7/1995 17:00
McMinnville,,,TN,1/7/1995 17:30
Enterprise,,,MS,1/8/1995 4:00
Horton,RED,,MI,1/8/1995 23:00
Marion,,,NY,1/9/1995 3:30
Port Charlotte,,,FL,1/9/1995 19:00
Memphis,,,TN,1/9/1995 23:55
Riverside,,,CA,1/10/1995 7:15
Cleveland Heights,,SPHERE,OH,1/10/1995 21:00
Seatac,,,WA,1/11/1995 7:00
Snohomish,,,WA,1/12/1995 0:45
Mojave Desert,,CIRCLE,CA,1/12/1995 1:00
Olalla,,,WA,1/12/1995 22:00
Napoleon,,CIRCLE,MI,1/13/1995 22:30
Beaverton,,,OR,1/14/1995 22:00
Blythe,,LIGHT,CA,1/15/1995 2:00
McKinleyville,GREEN BLUE,,CA,1/15/1995 2:30
Flint,,TRIANGLE,MI,1/15/1995 4:30
Mount Carroll,,TRIANGLE,IL,1/15/1995 4:30
Gorham,,,ME,1/15/1995 12:00
Morton,,,WA,1/15/1995 21:00
Plymouth Meeting,,RECTANGLE,PA,1/15/1995 21:00
Cleburne,,TRIANGLE,TX,1/15/1995 22:00
Poulsbo,,,WA,1/15/1995 23:43
Renton,,,WA,1/16/1995 0:20
Bend,,,OR,1/17/1995 4:30
Anchorage,,LIGHT,AK,1/17/1995 22:45
Seattle,BLUE,,WA,1/17/1995 23:07
Moorehead,RED,,MN,1/17/1995 23:45
Grangeville,,,ID,1/18/1995 19:00
Deer Lodge,,,MT,1/18/1995 19:30
Richland,GREEN,,WA,1/19/1995 19:20
West Bend,,CIRCLE,WI,1/20/1995 19:00
Branford,,,CT,1/20/1995 19:40
Portland,,,OR,1/21/1995 5:45
Seymour,RED,,TN,1/21/1995 21:50
Tonasket,,RECTANGLE,WA,1/22/1995 3:00
Vienna,,,VA,1/22/1995 17:50
Seattle,,,WA,1/22/1995 20:00
Renton,,,WA,1/22/1995 21:45
Seattle,,,WA,1/23/1995 6:15
Ladysmith,,,WI,1/23/1995 23:42
Lebanon,,,TN,1/24/1995 4:42
Midland,,,TX,1/24/1995 21:00
San Angelo,,,TX,1/24/1995 21:15
Joyce,RED,,WA,1/25/1995 15:23
Philadelphia,,TRIANGLE,PA,1/25/1995 22:40
Concrete,,LIGHT,WA,1/26/1995 19:00
West South Port,,,ME,1/26/1995 19:00
Seatac,RED,LIGHT,WA,1/27/1995 6:26
Burbank,,,CA,1/28/1995 10:53
Elbridge,,OTHER,NY,1/30/1995 6:35
Jacksonville,,,FL,1/30/1995 20:00
Olympia,RED,,WA,1/30/1995 20:00
Harrisburg,,,PA,1/30/1995 20:29
Spanaway,,,WA,1/31/1995 2:00
Alexandria,,,LA,1/31/1995 19:32
Mason,,,MI,1/31/1995 20:07
Eaton Rapids,,,MI,1/31/1995 20:10
Bolivar - 170th,,TRIANGLE,MO,2/1/1995 4:00
Fort Lewis,GREEN,,WA,2/1/1995 12:00
Seatac,RED,,WA,2/2/1995 4:00
Denmark,,CONE,WI,2/2/1995 19:15
Eastport,,,MI,2/2/1995 20:00
Traverse City,,,MI,2/2/1995 20:10
Shady Grove,GREEN,,OR,2/2/1995 23:00
Romulus,,,MI,2/3/1995 21:30
Fontana,,,CA,2/3/1995 23:25
New Orleans,,,LA,2/4/1995 0:00
Lynnwood,,,WA,2/4/1995 15:05
Lewiston,RED,,MT,2/4/1995 17:33
Lewiston,,,MT,2/4/1995 18:45
Chimacum,,,WA,2/4/1995 19:00
Port Hadlock,,,WA,2/4/1995 19:10
Atlanta,,,GA,2/5/1995 0:00
Greensville,,,NC,2/5/1995 1:30
Bloomington,,,IL,2/6/1995 0:00
Little Rock,,DISK,AR,2/6/1995 18:28
Nine Mile Falls,,,WA,2/6/1995 19:30
Hamilton,,LIGHT,TX,2/6/1995 20:30
Raymond,,,WA,2/7/1995 0:00
Seattle,,,WA,2/7/1995 0:00
Quilcene,,,WA,2/7/1995 4:55
